CustomerID,Tenure,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,OrderCount,OrderAmountHikeFromlastYear,CouponUsed,CashbackAmount
52667,,3.0,3,Mobile,2.0,12.0,0.0,121
52668,19.0,2.0,3,Fashion,4.0,14.0,0.0,186
52669,1.0,,3,Mobile,2.0,15.0,1.0,127
52670,2.0,3.0,5,Laptop & Accessory,1.0,17.0,0.0,164
52671,15.0,2.0,3,Mobile Phone,1.0,13.0,1.0,140
52672,0.0,2.0,4,Laptop & Accessory,2.0,12.0,1.0,199
52673,19.0,2.0,1,Grocery,,12.0,2.0,232
52674,0.0,2.0,4,Laptop & Accessory,5.0,21.0,3.0,135
52675,2.0,,4,Mobile,1.0,11.0,1.0,128
52676,16.0,2.0,4,Others,6.0,,6.0,294
52677,21.0,3.0,4,Others,12.0,,3.0,297
52678,0.0,3.0,4,Mobile,1.0,24.0,1.0,124
52679,9.0,3.0,3,Fashion,1.0,21.0,1.0,173
52680,0.0,3.0,4,Mobile Phone,7.0,19.0,0.0,148
52681,12.0,2.0,3,Laptop & Accessory,2.0,14.0,0.0,139
52682,28.0,,4,Mobile,1.0,20.0,1.0,127
52683,1.0,,3,Mobile,1.0,19.0,1.0,129
52684,0.0,2.0,3,Mobile Phone,1.0,13.0,0.0,111
52685,0.0,3.0,3,Mobile,1.0,23.0,1.0,125
52686,9.0,3.0,4,Laptop & Accessory,1.0,13.0,0.0,157
52687,4.0,2.0,3,Laptop & Accessory,1.0,11.0,0.0,142
52688,7.0,3.0,3,Fashion,1.0,13.0,0.0,197
52689,,2.0,3,Mobile,1.0,14.0,0.0,121
52690,10.0,3.0,3,Laptop & Accessory,1.0,22.0,0.0,143
52691,8.0,2.0,4,Laptop & Accessory,1.0,11.0,0.0,148
52692,18.0,3.0,4,Laptop & Accessory,3.0,13.0,0.0,159
52693,9.0,3.0,4,Laptop & Accessory,1.0,21.0,1.0,139
52694,13.0,3.0,3,Grocery,11.0,11.0,,268
52695,0.0,,4,Mobile,1.0,13.0,0.0,129
52696,0.0,2.0,1,Laptop & Accessory,1.0,14.0,0.0,165
52697,21.0,2.0,3,Grocery,4.0,11.0,,272
52698,17.0,3.0,1,Laptop & Accessory,2.0,15.0,1.0,150
52699,,2.0,5,Mobile,3.0,23.0,0.0,123
52700,19.0,3.0,3,Mobile,1.0,16.0,0.0,126
52701,9.0,2.0,4,Laptop & Accessory,1.0,16.0,1.0,155
52702,14.0,2.0,3,Laptop & Accessory,1.0,21.0,0.0,144
52703,15.0,2.0,3,Fashion,,13.0,5.0,233
52704,4.0,2.0,3,Laptop & Accessory,1.0,11.0,1.0,166
52705,7.0,3.0,4,Laptop & Accessory,1.0,12.0,0.0,181
52706,4.0,3.0,1,Mobile Phone,2.0,12.0,1.0,140
52707,0.0,3.0,1,Mobile,7.0,18.0,2.0,125
52708,18.0,2.0,3,Laptop & Accessory,1.0,12.0,0.0,154
52709,6.0,2.0,3,Laptop & Accessory,1.0,14.0,0.0,155
52710,1.0,2.0,4,Laptop & Accessory,1.0,12.0,1.0,168
52711,0.0,2.0,1,Mobile Phone,1.0,17.0,0.0,111
52712,12.0,2.0,5,Laptop & Accessory,1.0,19.0,0.0,157
52713,,2.0,3,Mobile,1.0,11.0,0.0,122
52714,7.0,2.0,4,Laptop & Accessory,6.0,15.0,3.0,157
52715,0.0,2.0,3,Laptop & Accessory,2.0,11.0,0.0,199
52716,20.0,3.0,3,Laptop & Accessory,1.0,18.0,0.0,155
52717,29.0,2.0,4,Laptop & Accessory,1.0,16.0,0.0,154
52718,12.0,2.0,3,Laptop & Accessory,7.0,25.0,0.0,152
52719,,2.0,4,Laptop & Accessory,1.0,16.0,1.0,121
52720,60.0,3.0,3,Grocery,1.0,13.0,,279
52721,0.0,2.0,1,Mobile,1.0,14.0,0.0,124
52722,11.0,3.0,3,Mobile Phone,1.0,19.0,0.0,148
52723,22.0,2.0,3,Others,4.0,15.0,,292
52724,15.0,3.0,3,Laptop & Accessory,1.0,12.0,1.0,151
52725,0.0,,4,Mobile,1.0,12.0,1.0,129
52726,8.0,3.0,3,Laptop & Accessory,1.0,16.0,1.0,156
52727,,2.0,3,Mobile,1.0,14.0,0.0,121
52728,4.0,,3,Mobile,2.0,13.0,2.0,131
52729,9.0,,1,Mobile,1.0,22.0,1.0,128
52730,7.0,2.0,3,Fashion,2.0,21.0,2.0,199
52731,7.0,2.0,3,Fashion,1.0,18.0,0.0,186
52732,0.0,,3,Mobile,7.0,13.0,7.0,129
52733,2.0,2.0,3,Laptop & Accessory,1.0,12.0,0.0,154
52734,5.0,2.0,3,Laptop & Accessory,1.0,18.0,0.0,167
52735,4.0,2.0,5,Laptop & Accessory,8.0,21.0,6.0,150
52736,0.0,2.0,4,Mobile,1.0,12.0,1.0,124
52737,11.0,,4,Mobile,1.0,14.0,1.0,129
52738,8.0,2.0,3,Laptop & Accessory,1.0,11.0,1.0,152
52739,0.0,2.0,3,Laptop & Accessory,1.0,14.0,1.0,141
52740,5.0,2.0,4,Laptop & Accessory,1.0,24.0,1.0,197
52741,0.0,3.0,3,Laptop & Accessory,1.0,11.0,0.0,156
52742,16.0,3.0,3,Fashion,2.0,13.0,0.0,204
52743,27.0,,3,Laptop & Accessory,2.0,11.0,1.0,129
52744,6.0,2.0,3,Laptop & Accessory,2.0,20.0,0.0,160
52745,16.0,1.0,3,Fashion,1.0,17.0,1.0,175
52746,11.0,,3,Mobile,1.0,11.0,0.0,130
52747,28.0,3.0,1,Others,1.0,,1.0,296
52748,4.0,2.0,5,Mobile Phone,1.0,11.0,0.0,111
52749,12.0,3.0,3,Grocery,,12.0,4.0,233
52750,15.0,2.0,4,Laptop & Accessory,3.0,12.0,3.0,143
52751,4.0,2.0,3,Fashion,4.0,20.0,3.0,210
52752,27.0,3.0,3,Laptop & Accessory,1.0,19.0,0.0,144
52753,0.0,2.0,4,Laptop & Accessory,1.0,12.0,1.0,146
52754,0.0,3.0,3,Mobile,1.0,13.0,1.0,126
52755,13.0,3.0,3,Laptop & Accessory,9.0,11.0,7.0,163
52756,13.0,3.0,3,Laptop & Accessory,5.0,14.0,1.0,157
52757,,2.0,3,Mobile,1.0,14.0,0.0,122
52758,3.0,3.0,3,Mobile Phone,1.0,13.0,1.0,137
52759,0.0,2.0,3,Mobile Phone,1.0,19.0,0.0,140
52760,20.0,2.0,3,Fashion,12.0,23.0,9.0,186
52761,,2.0,4,Mobile,1.0,12.0,0.0,120
52762,11.0,2.0,3,Laptop & Accessory,5.0,15.0,1.0,144
52763,4.0,,3,Mobile,1.0,19.0,0.0,131
52764,11.0,3.0,4,Laptop & Accessory,7.0,11.0,2.0,153
52765,15.0,2.0,3,Laptop & Accessory,1.0,17.0,1.0,154
52766,14.0,,3,Mobile,1.0,22.0,0.0,128
52767,20.0,3.0,3,Fashion,5.0,18.0,0.0,220
52768,8.0,2.0,3,Mobile,2.0,11.0,2.0,127
52769,0.0,3.0,3,Mobile,1.0,12.0,1.0,134
52770,8.0,2.0,3,Laptop & Accessory,1.0,19.0,0.0,151
52771,6.0,3.0,3,Laptop & Accessory,8.0,13.0,6.0,149
52772,5.0,,4,Mobile,4.0,13.0,0.0,128
52773,13.0,2.0,3,Mobile,1.0,19.0,1.0,124
52774,,3.0,4,Mobile,2.0,14.0,2.0,123
52775,12.0,2.0,3,Laptop & Accessory,1.0,13.0,0.0,141
52776,11.0,3.0,5,Fashion,,12.0,0.0,232
52777,5.0,2.0,3,Fashion,5.0,19.0,0.0,204
52778,10.0,2.0,1,Fashion,,25.0,5.0,237
52779,0.0,2.0,3,Laptop & Accessory,1.0,22.0,0.0,149
52780,25.0,2.0,3,Mobile,1.0,15.0,1.0,135
52781,17.0,2.0,3,Mobile,1.0,12.0,1.0,124
52782,0.0,2.0,3,Mobile,1.0,11.0,1.0,124
52783,12.0,2.0,3,Others,1.0,,1.0,294
52784,,2.0,3,Mobile Phone,1.0,19.0,1.0,118
52785,9.0,3.0,4,Fashion,3.0,19.0,0.0,176
52786,9.0,3.0,3,Laptop & Accessory,1.0,13.0,0.0,151
52787,29.0,2.0,3,Laptop & Accessory,1.0,21.0,0.0,163
52788,0.0,2.0,3,Mobile Phone,2.0,14.0,2.0,148
52789,15.0,2.0,3,Others,4.0,11.0,,289
52790,19.0,3.0,3,Mobile,9.0,11.0,6.0,123
52791,14.0,2.0,4,Grocery,,23.0,1.0,236
52792,7.0,3.0,4,Laptop & Accessory,1.0,21.0,1.0,167
52793,9.0,2.0,5,Laptop & Accessory,11.0,24.0,5.0,154
52794,14.0,2.0,4,Laptop & Accessory,1.0,11.0,1.0,189
52795,5.0,3.0,3,Mobile,1.0,14.0,0.0,124
52796,8.0,2.0,3,Fashion,1.0,16.0,1.0,188
52797,11.0,3.0,3,Laptop & Accessory,1.0,11.0,0.0,153
52798,13.0,3.0,3,Laptop & Accessory,1.0,12.0,1.0,167
52799,9.0,3.0,4,Laptop & Accessory,1.0,13.0,1.0,167
52800,18.0,2.0,3,Laptop & Accessory,1.0,15.0,0.0,149
52801,13.0,,4,Mobile,2.0,14.0,0.0,128
52802,8.0,3.0,3,Laptop & Accessory,1.0,14.0,0.0,157
52803,,3.0,3,Mobile,1.0,14.0,0.0,120
52804,8.0,,5,Mobile,1.0,12.0,1.0,130
52805,2.0,2.0,4,Laptop & Accessory,1.0,13.0,0.0,140
52806,2.0,3.0,4,Mobile Phone,1.0,14.0,0.0,138
52807,13.0,2.0,4,Fashion,2.0,13.0,2.0,209
52808,12.0,2.0,4,Grocery,9.0,11.0,3.0,220
52809,4.0,3.0,3,Laptop & Accessory,1.0,19.0,1.0,199
52810,0.0,,4,Mobile,1.0,18.0,1.0,130
52811,9.0,2.0,1,Laptop & Accessory,1.0,17.0,0.0,126
52812,12.0,2.0,4,Fashion,1.0,15.0,0.0,200
52813,0.0,2.0,1,Laptop & Accessory,1.0,20.0,0.0,161
52814,22.0,3.0,4,Laptop & Accessory,1.0,14.0,1.0,154
52815,7.0,2.0,1,Laptop & Accessory,1.0,12.0,1.0,144
52816,5.0,4.0,4,Laptop & Accessory,2.0,12.0,2.0,185
52817,1.0,4.0,5,Mobile Phone,2.0,16.0,1.0,146
52818,1.0,3.0,5,Mobile Phone,2.0,15.0,1.0,145
52819,1.0,3.0,5,Laptop & Accessory,2.0,24.0,1.0,159
52820,1.0,3.0,4,Mobile Phone,2.0,12.0,2.0,155
52821,1.0,4.0,6,Mobile Phone,7.0,23.0,5.0,164
52822,3.0,3.0,4,Laptop & Accessory,2.0,15.0,1.0,146
52823,1.0,4.0,4,Mobile Phone,3.0,17.0,3.0,148
52824,14.0,3.0,5,Mobile Phone,2.0,15.0,1.0,152
52825,1.0,3.0,6,Mobile Phone,2.0,13.0,2.0,148
52826,5.0,3.0,4,Others,16.0,,10.0,320
52827,12.0,4.0,5,Fashion,2.0,14.0,1.0,179
52828,1.0,3.0,4,Mobile Phone,3.0,14.0,3.0,159
52829,1.0,4.0,5,Mobile Phone,2.0,18.0,1.0,159
52830,10.0,4.0,5,Fashion,5.0,17.0,1.0,221
52831,1.0,4.0,4,Mobile Phone,2.0,23.0,2.0,146
52832,1.0,4.0,5,Mobile Phone,2.0,19.0,2.0,154
52833,1.0,3.0,5,Laptop & Accessory,2.0,12.0,2.0,182
52834,1.0,4.0,6,Laptop & Accessory,2.0,25.0,2.0,186
52835,20.0,4.0,4,Mobile Phone,5.0,19.0,2.0,175
52836,1.0,4.0,6,Laptop & Accessory,8.0,19.0,7.0,187
52837,21.0,4.0,4,Fashion,16.0,13.0,12.0,228
52838,1.0,3.0,4,Mobile Phone,2.0,20.0,1.0,142
52839,1.0,4.0,6,Laptop & Accessory,3.0,12.0,2.0,171
52840,15.0,3.0,6,Fashion,2.0,16.0,1.0,232
52841,1.0,3.0,4,Mobile Phone,2.0,23.0,2.0,167
52842,9.0,4.0,4,Fashion,2.0,14.0,2.0,198
52843,27.0,3.0,4,Laptop & Accessory,5.0,21.0,1.0,148
52844,19.0,3.0,4,Laptop & Accessory,2.0,19.0,2.0,148
52845,6.0,3.0,4,Fashion,4.0,15.0,3.0,215
52846,3.0,3.0,4,Laptop & Accessory,2.0,14.0,1.0,168
52847,1.0,3.0,5,Laptop & Accessory,2.0,18.0,2.0,186
52848,31.0,4.0,5,Mobile Phone,2.0,21.0,2.0,158
52849,14.0,4.0,5,Fashion,,12.0,3.0,234
52850,8.0,4.0,4,Mobile Phone,2.0,19.0,2.0,147
52851,1.0,4.0,4,Mobile Phone,3.0,25.0,1.0,148
52852,1.0,3.0,4,Mobile Phone,3.0,19.0,1.0,145
52853,2.0,3.0,4,Mobile Phone,2.0,12.0,1.0,152
52854,31.0,3.0,3,Fashion,2.0,17.0,2.0,219
52855,1.0,4.0,5,Mobile Phone,2.0,16.0,1.0,151
52856,24.0,3.0,4,Others,5.0,16.0,3.0,324
52857,15.0,3.0,4,Mobile Phone,2.0,13.0,2.0,150
52858,4.0,3.0,4,Fashion,8.0,13.0,3.0,219
52859,12.0,3.0,5,Laptop & Accessory,2.0,23.0,2.0,212
52860,6.0,3.0,4,Mobile Phone,2.0,21.0,1.0,155
52861,1.0,3.0,4,Mobile Phone,2.0,17.0,2.0,156
52862,1.0,4.0,6,Mobile Phone,2.0,22.0,2.0,148
52863,10.0,2.0,4,Mobile Phone,8.0,13.0,5.0,146
52864,4.0,4.0,4,Laptop & Accessory,7.0,12.0,1.0,156
52865,19.0,2.0,4,Laptop & Accessory,2.0,12.0,1.0,175
52866,30.0,4.0,4,Mobile Phone,3.0,19.0,2.0,168
52867,7.0,3.0,4,Mobile Phone,2.0,15.0,1.0,150
52868,1.0,3.0,5,Mobile Phone,2.0,23.0,1.0,136
52869,20.0,4.0,4,Fashion,16.0,26.0,5.0,230
52870,12.0,4.0,4,Mobile Phone,3.0,13.0,2.0,148
52871,5.0,4.0,4,Mobile Phone,2.0,24.0,2.0,164
52872,8.0,4.0,4,Mobile Phone,2.0,16.0,2.0,148
52873,5.0,4.0,4,Mobile Phone,2.0,23.0,1.0,156
52874,24.0,3.0,5,Mobile Phone,2.0,16.0,1.0,162
52875,27.0,3.0,3,Laptop & Accessory,2.0,12.0,2.0,170
52876,7.0,4.0,4,Mobile Phone,2.0,14.0,1.0,153
52877,14.0,3.0,4,Others,10.0,,1.0,315
52878,29.0,4.0,3,Others,3.0,,1.0,312
52879,8.0,3.0,5,Laptop & Accessory,2.0,18.0,1.0,220
52880,25.0,4.0,4,Grocery,2.0,19.0,,262
52881,26.0,4.0,5,Others,12.0,15.0,2.0,325
52882,1.0,3.0,4,Mobile Phone,2.0,17.0,2.0,148
52883,1.0,3.0,5,Laptop & Accessory,2.0,14.0,2.0,184
52884,17.0,3.0,3,Mobile Phone,3.0,15.0,1.0,146
52885,19.0,4.0,5,Grocery,12.0,,10.0,293
52886,11.0,4.0,3,Mobile Phone,2.0,13.0,1.0,161
52887,9.0,3.0,4,Laptop & Accessory,2.0,12.0,2.0,169
52888,16.0,3.0,4,Laptop & Accessory,2.0,17.0,1.0,178
52889,12.0,3.0,4,Laptop & Accessory,2.0,15.0,1.0,191
52890,12.0,3.0,4,Laptop & Accessory,2.0,19.0,1.0,188
52891,1.0,3.0,5,Laptop & Accessory,3.0,20.0,1.0,168
52892,23.0,4.0,4,Laptop & Accessory,2.0,16.0,1.0,193
52893,8.0,3.0,4,Mobile Phone,3.0,18.0,3.0,163
52894,14.0,3.0,4,Laptop & Accessory,4.0,16.0,2.0,152
52895,2.0,4.0,4,Laptop & Accessory,2.0,20.0,1.0,192
52896,1.0,3.0,4,Fashion,2.0,23.0,2.0,201
52897,1.0,3.0,3,Mobile Phone,3.0,17.0,1.0,148
52898,10.0,4.0,4,Mobile Phone,2.0,14.0,2.0,147
52899,14.0,4.0,5,Laptop & Accessory,2.0,15.0,2.0,174
52900,20.0,4.0,4,Fashion,2.0,17.0,1.0,219
52901,1.0,3.0,6,Fashion,10.0,12.0,8.0,229
52902,4.0,3.0,5,Fashion,6.0,23.0,3.0,210
52903,1.0,3.0,4,Laptop & Accessory,2.0,15.0,2.0,225
52904,25.0,3.0,5,Fashion,,17.0,2.0,250
52905,1.0,3.0,4,Mobile Phone,2.0,12.0,2.0,152
52906,15.0,4.0,4,Fashion,2.0,19.0,1.0,261
52907,1.0,3.0,5,Laptop & Accessory,2.0,16.0,1.0,192
52908,1.0,3.0,4,Mobile Phone,2.0,15.0,1.0,146
52909,19.0,3.0,5,Fashion,13.0,13.0,13.0,214
52910,28.0,3.0,4,Laptop & Accessory,2.0,15.0,2.0,184
52911,10.0,4.0,4,Laptop & Accessory,4.0,17.0,1.0,184
52912,7.0,3.0,5,Mobile Phone,2.0,22.0,1.0,151
52913,11.0,3.0,4,Fashion,,15.0,1.0,247
52914,12.0,4.0,4,Fashion,6.0,13.0,2.0,231
52915,5.0,3.0,6,Laptop & Accessory,2.0,13.0,2.0,168
52916,31.0,4.0,5,Mobile Phone,2.0,18.0,1.0,147
52917,11.0,3.0,4,Mobile Phone,6.0,18.0,2.0,25
52918,3.0,3.0,4,Fashion,5.0,15.0,5.0,204
52919,9.0,4.0,4,Fashion,2.0,15.0,2.0,213
52920,1.0,3.0,5,Mobile Phone,2.0,14.0,1.0,149
52921,26.0,3.0,5,Mobile Phone,3.0,16.0,1.0,157
52922,16.0,3.0,4,Others,12.0,,1.0,317
52923,31.0,3.0,4,Mobile Phone,3.0,18.0,3.0,148
52924,24.0,4.0,4,Others,2.0,,2.0,320
52925,1.0,3.0,4,Mobile Phone,2.0,14.0,1.0,149
52926,17.0,4.0,4,Grocery,2.0,23.0,,286
52927,1.0,3.0,4,Mobile Phone,2.0,21.0,2.0,152
52928,26.0,4.0,5,Others,16.0,,8.0,316
52929,6.0,3.0,4,Mobile Phone,2.0,12.0,2.0,164
52930,1.0,4.0,5,Mobile Phone,2.0,15.0,2.0,162
52931,13.0,4.0,4,Mobile Phone,2.0,15.0,1.0,147
52932,6.0,4.0,4,Laptop & Accessory,3.0,19.0,2.0,170
52933,15.0,3.0,4,Laptop & Accessory,2.0,17.0,2.0,156
52934,14.0,4.0,4,Laptop & Accessory,5.0,18.0,3.0,158
52935,19.0,4.0,3,Others,2.0,,2.0,317
52936,5.0,4.0,4,Fashion,3.0,13.0,,262
52937,7.0,4.0,5,Mobile Phone,2.0,14.0,1.0,154
52938,8.0,3.0,5,Laptop & Accessory,6.0,14.0,1.0,185
52939,11.0,3.0,5,Mobile Phone,2.0,15.0,2.0,164
52940,19.0,4.0,3,Laptop & Accessory,2.0,18.0,1.0,189
52941,1.0,4.0,4,Fashion,2.0,12.0,2.0,225
52942,13.0,4.0,4,Fashion,,26.0,11.0,234
52943,3.0,3.0,4,Mobile Phone,2.0,20.0,1.0,148
52944,16.0,3.0,3,Laptop & Accessory,2.0,14.0,1.0,190
52945,3.0,3.0,4,Laptop & Accessory,2.0,15.0,2.0,194
52946,1.0,4.0,4,Laptop & Accessory,2.0,13.0,2.0,174
52947,16.0,3.0,5,Mobile Phone,8.0,12.0,5.0,151
52948,14.0,3.0,4,Others,4.0,,1.0,319
52949,25.0,4.0,4,Mobile Phone,2.0,12.0,2.0,152
52950,1.0,4.0,5,Mobile Phone,2.0,12.0,2.0,160
52951,6.0,4.0,3,Mobile Phone,2.0,21.0,1.0,153
52952,12.0,3.0,5,Laptop & Accessory,8.0,19.0,7.0,177
52953,6.0,3.0,5,Laptop & Accessory,2.0,14.0,1.0,147
52954,20.0,4.0,6,Grocery,8.0,,7.0,294
52955,1.0,4.0,4,Mobile Phone,2.0,12.0,2.0,160
52956,3.0,4.0,5,Laptop & Accessory,2.0,20.0,1.0,191
52957,5.0,4.0,5,Laptop & Accessory,8.0,22.0,2.0,181
52958,1.0,3.0,3,Laptop & Accessory,2.0,13.0,2.0,165
52959,19.0,4.0,4,Grocery,,15.0,1.0,260
52960,10.0,3.0,4,Mobile Phone,11.0,12.0,5.0,157
52961,29.0,3.0,4,Others,5.0,,5.0,315
52962,11.0,3.0,4,Fashion,,13.0,6.0,243
52963,2.0,4.0,4,Mobile Phone,2.0,24.0,2.0,146
52964,11.0,4.0,4,Laptop & Accessory,2.0,15.0,1.0,190
52965,1.0,4.0,5,Mobile Phone,2.0,18.0,2.0,157
52966,11.0,1.0,4,Fashion,2.0,19.0,,261
52967,3.0,4.0,3,Fashion,,19.0,6.0,245
52968,12.0,3.0,3,Laptop & Accessory,8.0,25.0,1.0,181
52969,1.0,3.0,4,Laptop & Accessory,2.0,21.0,1.0,189
52970,24.0,4.0,4,Others,2.0,,2.0,316
52971,27.0,3.0,4,Grocery,2.0,,1.0,301
52972,16.0,3.0,4,Laptop & Accessory,12.0,26.0,5.0,174
52973,3.0,3.0,4,Laptop & Accessory,2.0,19.0,1.0,171
52974,29.0,3.0,4,Laptop & Accessory,2.0,20.0,2.0,179
52975,1.0,3.0,4,Laptop & Accessory,4.0,14.0,3.0,172
52976,11.0,3.0,4,Mobile Phone,6.0,13.0,2.0,146
52977,8.0,3.0,4,Mobile Phone,2.0,23.0,1.0,157
52978,12.0,3.0,4,Laptop & Accessory,2.0,15.0,1.0,182
52979,1.0,3.0,4,Mobile Phone,2.0,14.0,2.0,149
52980,2.0,4.0,4,Mobile Phone,2.0,22.0,1.0,158
52981,23.0,3.0,4,Others,2.0,,1.0,312
52982,10.0,2.0,4,Laptop & Accessory,8.0,13.0,7.0,170
52983,5.0,3.0,4,Mobile Phone,3.0,12.0,1.0,153
52984,1.0,3.0,5,Laptop & Accessory,8.0,13.0,8.0,183
52985,11.0,3.0,4,Mobile Phone,2.0,13.0,1.0,148
52986,16.0,4.0,4,Grocery,,15.0,3.0,260
52987,1.0,3.0,4,Mobile Phone,2.0,14.0,1.0,139
52988,9.0,4.0,4,Fashion,7.0,16.0,4.0,205
52989,10.0,3.0,3,Mobile Phone,2.0,19.0,1.0,162
52990,25.0,3.0,6,Laptop & Accessory,2.0,19.0,1.0,180
52991,15.0,3.0,4,Grocery,2.0,20.0,,285
52992,1.0,4.0,5,Mobile Phone,2.0,13.0,2.0,137
52993,2.0,4.0,3,Laptop & Accessory,2.0,20.0,1.0,182
52994,5.0,4.0,3,Laptop & Accessory,8.0,12.0,4.0,194
52995,13.0,3.0,3,Fashion,4.0,18.0,4.0,221
52996,10.0,3.0,4,Laptop & Accessory,2.0,16.0,1.0,182
52997,6.0,4.0,5,Laptop & Accessory,5.0,15.0,2.0,180
52998,12.0,3.0,5,Fashion,,18.0,2.0,246
52999,31.0,3.0,6,Laptop & Accessory,2.0,14.0,2.0,182
53000,5.0,3.0,4,Mobile Phone,2.0,13.0,1.0,173
53001,5.0,4.0,5,Laptop & Accessory,2.0,13.0,1.0,189
53002,19.0,4.0,4,Fashion,10.0,19.0,6.0,177
53003,5.0,3.0,4,Mobile Phone,3.0,19.0,2.0,152
53004,7.0,4.0,4,Fashion,,12.0,3.0,244
53005,13.0,3.0,4,Grocery,12.0,,12.0,296
53006,17.0,3.0,4,Mobile Phone,2.0,20.0,1.0,150
53007,23.0,3.0,5,Grocery,2.0,13.0,,265
53008,16.0,3.0,5,Laptop & Accessory,8.0,16.0,8.0,174
53009,1.0,3.0,4,Mobile Phone,2.0,13.0,1.0,150
53010,6.0,4.0,5,Laptop & Accessory,12.0,12.0,7.0,177
53011,1.0,4.0,4,Laptop & Accessory,2.0,12.0,2.0,170
53012,5.0,4.0,4,Laptop & Accessory,2.0,13.0,1.0,200
53013,6.0,4.0,3,Laptop & Accessory,2.0,17.0,2.0,176
53014,1.0,3.0,6,Mobile Phone,3.0,14.0,3.0,160
53015,4.0,4.0,4,Laptop & Accessory,2.0,14.0,1.0,183
53016,5.0,3.0,5,Fashion,9.0,25.0,4.0,214
53017,13.0,3.0,5,Others,14.0,,10.0,318
53018,3.0,3.0,4,Laptop & Accessory,2.0,19.0,2.0,177
53019,7.0,3.0,5,Laptop & Accessory,2.0,15.0,2.0,172
53020,21.0,3.0,4,Others,2.0,,1.0,308
53021,17.0,3.0,5,Laptop & Accessory,2.0,12.0,1.0,178
53022,1.0,4.0,4,Laptop & Accessory,2.0,14.0,1.0,188
53023,28.0,3.0,4,Laptop & Accessory,2.0,13.0,2.0,174
53024,17.0,3.0,4,Fashion,2.0,17.0,2.0,225
53025,19.0,4.0,4,Laptop & Accessory,10.0,15.0,8.0,162
53026,14.0,3.0,6,Laptop & Accessory,2.0,23.0,2.0,200
53027,1.0,4.0,6,Mobile Phone,2.0,12.0,2.0,146
53028,3.0,2.0,5,Mobile Phone,3.0,18.0,3.0,165
53029,4.0,2.0,5,Laptop & Accessory,2.0,14.0,1.0,186
53030,1.0,3.0,4,Laptop & Accessory,2.0,19.0,1.0,187
53031,11.0,4.0,4,Laptop & Accessory,2.0,17.0,1.0,188
53032,12.0,4.0,5,Fashion,,15.0,2.0,240
53033,5.0,3.0,4,Fashion,5.0,15.0,3.0,196
53034,3.0,3.0,5,Laptop & Accessory,2.0,15.0,1.0,208
53035,9.0,4.0,4,Fashion,2.0,14.0,1.0,206
53036,1.0,3.0,4,Mobile Phone,2.0,13.0,2.0,154
53037,15.0,4.0,5,Laptop & Accessory,2.0,16.0,2.0,185
53038,21.0,3.0,4,Laptop & Accessory,2.0,20.0,1.0,155
53039,16.0,3.0,4,Grocery,2.0,15.0,,285
53040,3.0,4.0,4,Laptop & Accessory,2.0,15.0,2.0,171
53041,16.0,3.0,4,Mobile Phone,2.0,12.0,2.0,152
53042,6.0,4.0,4,Mobile Phone,2.0,14.0,1.0,149
53043,22.0,4.0,4,Fashion,,22.0,1.0,250
53044,11.0,3.0,3,Laptop & Accessory,7.0,14.0,3.0,185
53045,4.0,3.0,4,Laptop & Accessory,3.0,13.0,2.0,172
53046,1.0,3.0,4,Laptop & Accessory,8.0,18.0,3.0,178
53047,16.0,4.0,5,Laptop & Accessory,2.0,24.0,1.0,193
53048,1.0,3.0,5,Mobile Phone,2.0,12.0,2.0,147
53049,10.0,3.0,4,Laptop & Accessory,2.0,16.0,2.0,192
53050,10.0,3.0,5,Fashion,2.0,12.0,1.0,222
53051,31.0,3.0,4,Laptop & Accessory,2.0,12.0,2.0,193
53052,14.0,3.0,3,Mobile Phone,2.0,14.0,1.0,147
53053,1.0,3.0,4,Mobile Phone,3.0,25.0,1.0,151
53054,1.0,3.0,4,Mobile Phone,2.0,14.0,2.0,154
53055,11.0,4.0,4,Mobile Phone,2.0,21.0,2.0,160
53056,20.0,2.0,4,Laptop & Accessory,2.0,15.0,1.0,178
53057,5.0,3.0,4,Laptop & Accessory,8.0,19.0,8.0,219
53058,24.0,4.0,5,Fashion,2.0,16.0,1.0,230
53059,4.0,4.0,5,Laptop & Accessory,2.0,13.0,2.0,189
53060,5.0,3.0,5,Mobile Phone,3.0,17.0,2.0,152
53061,1.0,3.0,3,Mobile Phone,2.0,16.0,1.0,152
53062,3.0,3.0,4,Mobile Phone,2.0,17.0,2.0,147
53063,9.0,4.0,5,Laptop & Accessory,2.0,20.0,2.0,190
53064,1.0,3.0,4,Mobile Phone,2.0,12.0,1.0,163
53065,2.0,4.0,4,Laptop & Accessory,2.0,17.0,2.0,178
53066,23.0,3.0,5,Fashion,2.0,25.0,2.0,170
53067,25.0,3.0,4,Laptop & Accessory,2.0,12.0,1.0,174
53068,10.0,4.0,4,Mobile Phone,3.0,14.0,2.0,150
53069,1.0,4.0,3,Laptop & Accessory,2.0,14.0,2.0,178
53070,29.0,4.0,4,Grocery,2.0,14.0,,292
53071,1.0,4.0,4,Laptop & Accessory,2.0,13.0,1.0,168
53072,4.0,4.0,4,Mobile Phone,2.0,19.0,2.0,150
53073,1.0,4.0,4,Mobile Phone,2.0,23.0,1.0,156
53074,1.0,3.0,4,Mobile Phone,2.0,14.0,2.0,147
